lon,lat,RH 2 m above ground d=2021051200 anl
352.000000,41.500000,284.66
352.250000,41.500000,283.66
352.500000,41.500000,286.16
352.750000,41.500000,289.36
353.000000,41.500000,287.86
353.250000,41.500000,287.96
353.500000,41.500000,287.36
353.750000,41.500000,286.86
354.000000,41.500000,287.16
350.250000,41.750000,287.36
350.500000,41.750000,287.36
350.750000,41.750000,287.26
351.000000,41.750000,287.16
351.250000,41.750000,286.76
351.500000,41.750000,285.86
351.750000,41.750000,283.56
352.000000,41.750000,282.16
352.250000,41.750000,283.86
352.500000,41.750000,287.36
352.750000,41.750000,287.46
353.000000,41.750000,286.26
353.250000,41.750000,286.16
353.500000,41.750000,286.76
353.750000,41.750000,286.36
354.000000,41.750000,287.16
350.250000,42.000000,287.16
350.500000,42.000000,287.16
350.750000,42.000000,287.16
351.000000,42.000000,287.16
351.250000,42.000000,286.66
351.500000,42.000000,285.16
351.750000,42.000000,281.66
352.000000,42.000000,280.86
352.250000,42.000000,282.16
352.500000,42.000000,284.06
352.750000,42.000000,282.36
353.000000,42.000000,281.36
353.250000,42.000000,282.66
353.500000,42.000000,286.06
353.750000,42.000000,287.36
354.000000,42.000000,288.46
350.250000,42.250000,286.96
350.500000,42.250000,286.96
350.750000,42.250000,286.96
351.000000,42.250000,287.06
351.250000,42.250000,287.06
351.500000,42.250000,286.26
351.750000,42.250000,284.16
352.000000,42.250000,285.56
352.250000,42.250000,283.86
352.500000,42.250000,279.56
352.750000,42.250000,279.66
353.000000,42.250000,279.16
353.250000,42.250000,276.76
353.500000,42.250000,279.46
353.750000,42.250000,284.26
354.000000,42.250000,286.76
350.250000,42.500000,286.86
350.500000,42.500000,286.86
350.750000,42.500000,286.86
351.000000,42.500000,287.46
351.250000,42.500000,288.26
351.500000,42.500000,286.46
351.750000,42.500000,284.36
352.000000,42.500000,285.46
352.250000,42.500000,284.86
352.500000,42.500000,284.16
352.750000,42.500000,281.76
353.000000,42.500000,280.66
353.250000,42.500000,282.16
353.500000,42.500000,280.36
353.750000,42.500000,281.66
354.000000,42.500000,284.26
lon,lat,CAPE surface d=2021051200 12 hour fcst
350.250000,36.750000,0
350.500000,36.750000,0
350.750000,36.750000,0
351.000000,36.750000,0
351.250000,36.750000,0
351.500000,36.750000,0
351.750000,36.750000,0
352.000000,36.750000,0
352.250000,36.750000,0
352.500000,36.750000,0
352.750000,36.750000,0
353.000000,36.750000,0
353.250000,36.750000,0
353.500000,36.750000,0
353.750000,36.750000,0
354.000000,36.750000,5
350.250000,37.000000,0
350.500000,37.000000,0
350.750000,37.000000,0
351.000000,37.000000,0
351.250000,37.000000,0
351.500000,37.000000,0
351.750000,37.000000,8
352.000000,37.000000,17
352.250000,37.000000,11
352.500000,37.000000,2
352.750000,37.000000,0
353.000000,37.000000,0
353.250000,37.000000,0
353.500000,37.000000,2
353.750000,37.000000,6
354.000000,37.000000,7
350.250000,37.250000,0
350.500000,37.250000,0
350.750000,37.250000,0
351.000000,37.250000,0
351.250000,37.250000,0
351.500000,37.250000,0
351.750000,37.250000,0
352.000000,37.250000,6
352.250000,37.250000,12
352.500000,37.250000,18
352.750000,37.250000,19
353.000000,37.250000,11
353.250000,37.250000,22
353.500000,37.250000,32
353.750000,37.250000,20
354.000000,37.250000,19
350.250000,37.500000,4
350.500000,37.500000,4
350.750000,37.500000,3
351.000000,37.500000,4
351.250000,37.500000,0
351.500000,37.500000,0
351.750000,37.500000,0
352.000000,37.500000,0
352.250000,37.500000,0
352.500000,37.500000,0
352.750000,37.500000,4
353.000000,37.500000,14
353.250000,37.500000,20
353.500000,37.500000,20
353.750000,37.500000,17
354.000000,37.500000,24
350.250000,37.750000,7
350.500000,37.750000,6
350.750000,37.750000,5
351.000000,37.750000,3
351.250000,37.750000,0
351.500000,37.750000,0
351.750000,37.750000,0
352.000000,37.750000,0
352.250000,37.750000,0
352.500000,37.750000,0
352.750000,37.750000,0
353.000000,37.750000,0
353.250000,37.750000,2
353.500000,37.750000,6
353.750000,37.750000,8
354.000000,37.750000,13
350.250000,38.000000,6
350.500000,38.000000,6
350.750000,38.000000,6
351.000000,38.000000,0
351.250000,38.000000,5
351.500000,38.000000,0
351.750000,38.000000,0
352.000000,38.000000,0
352.250000,38.000000,0
352.500000,38.000000,0
352.750000,38.000000,0
353.000000,38.000000,0
353.250000,38.000000,0
353.500000,38.000000,2
353.750000,38.000000,1
354.000000,38.000000,0
350.250000,38.250000,4
350.500000,38.250000,6
350.750000,38.250000,6
351.000000,38.250000,0
351.250000,38.250000,3
351.500000,38.250000,3
351.750000,38.250000,3
352.000000,38.250000,1
352.250000,38.250000,0
352.500000,38.250000,0
352.750000,38.250000,0
353.000000,38.250000,0
353.250000,38.250000,0
353.500000,38.250000,2
353.750000,38.250000,4
354.000000,38.250000,2
350.250000,38.500000,4
350.500000,38.500000,6
350.750000,38.500000,1
351.000000,38.500000,6
351.250000,38.500000,7
351.500000,38.500000,3
351.750000,38.500000,1
352.000000,38.500000,4
352.250000,38.500000,3
352.500000,38.500000,2
352.750000,38.500000,0
353.000000,38.500000,0
353.250000,38.500000,0
353.500000,38.500000,0
353.750000,38.500000,1
354.000000,38.500000,5
350.250000,38.750000,10
350.500000,38.750000,16
350.750000,38.750000,20
351.000000,38.750000,16
351.250000,38.750000,10
351.500000,38.750000,8
351.750000,38.750000,6
352.000000,38.750000,5
352.250000,38.750000,6
352.500000,38.750000,6
352.750000,38.750000,5
353.000000,38.750000,5
353.250000,38.750000,2
353.500000,38.750000,0
353.750000,38.750000,0
354.000000,38.750000,0
350.250000,39.000000,23
350.500000,39.000000,29
350.750000,39.000000,50
351.000000,39.000000,34
351.250000,39.000000,32
351.500000,39.000000,29
351.750000,39.000000,23
352.000000,39.000000,20
352.250000,39.000000,14
352.500000,39.000000,13
352.750000,39.000000,11
353.000000,39.000000,10
353.250000,39.000000,9
353.500000,39.000000,9
353.750000,39.000000,5
354.000000,39.000000,2
350.250000,39.250000,24
350.500000,39.250000,24
350.750000,39.250000,51
351.000000,39.250000,46
351.250000,39.250000,36
351.500000,39.250000,39
351.750000,39.250000,39
352.000000,39.250000,45
352.250000,39.250000,41
352.500000,39.250000,31
352.750000,39.250000,17
353.000000,39.250000,11
353.250000,39.250000,9
353.500000,39.250000,10
353.750000,39.250000,11
354.000000,39.250000,8
350.250000,39.500000,3
350.500000,39.500000,2
350.750000,39.500000,7
351.000000,39.500000,39
351.250000,39.500000,32
351.500000,39.500000,40
351.750000,39.500000,40
352.000000,39.500000,40
352.250000,39.500000,43
352.500000,39.500000,45
352.750000,39.500000,41
353.000000,39.500000,33
353.250000,39.500000,25
353.500000,39.500000,19
353.750000,39.500000,18
354.000000,39.500000,18
350.250000,39.750000,0
350.500000,39.750000,0
350.750000,39.750000,0
351.000000,39.750000,4
351.250000,39.750000,21
351.500000,39.750000,26
351.750000,39.750000,33
352.000000,39.750000,37
352.250000,39.750000,27
352.500000,39.750000,34
352.750000,39.750000,38
353.000000,39.750000,40
353.250000,39.750000,35
353.500000,39.750000,43
353.750000,39.750000,33
354.000000,39.750000,32
350.250000,40.000000,0
350.500000,40.000000,1
350.750000,40.000000,4
351.000000,40.000000,7
351.250000,40.000000,20
351.500000,40.000000,31
351.750000,40.000000,37
352.000000,40.000000,32
352.250000,40.000000,34
352.500000,40.000000,19
352.750000,40.000000,20
353.000000,40.000000,23
353.250000,40.000000,32
353.500000,40.000000,26
353.750000,40.000000,21
354.000000,40.000000,31
350.250000,40.250000,3
350.500000,40.250000,6
350.750000,40.250000,7
351.000000,40.250000,8
351.250000,40.250000,31
351.500000,40.250000,35
351.750000,40.250000,30
352.000000,40.250000,44
352.250000,40.250000,40
352.500000,40.250000,21
352.750000,40.250000,28
353.000000,40.250000,29
353.250000,40.250000,20
353.500000,40.250000,25
353.750000,40.250000,36
354.000000,40.250000,42
350.250000,40.500000,11
350.500000,40.500000,9
350.750000,40.500000,9
351.000000,40.500000,12
351.250000,40.500000,16
351.500000,40.500000,35
351.750000,40.500000,38
352.000000,40.500000,49
352.250000,40.500000,52
352.500000,40.500000,58
352.750000,40.500000,39
353.000000,40.500000,35
353.250000,40.500000,55
353.500000,40.500000,51
353.750000,40.500000,44
354.000000,40.500000,49
350.250000,40.750000,5
350.500000,40.750000,8
350.750000,40.750000,16
351.000000,40.750000,29
351.250000,40.750000,41
351.500000,40.750000,69
351.750000,40.750000,55
352.000000,40.750000,42
352.250000,40.750000,46
352.500000,40.750000,58
352.750000,40.750000,53
353.000000,40.750000,46
353.250000,40.750000,39
353.500000,40.750000,56
353.750000,40.750000,67
354.000000,40.750000,52
350.250000,41.000000,2
350.500000,41.000000,3
350.750000,41.000000,12
351.000000,41.000000,27
351.250000,41.000000,52
351.500000,41.000000,70
351.750000,41.000000,60
352.000000,41.000000,49
352.250000,41.000000,39
352.500000,41.000000,39
352.750000,41.000000,49
353.000000,41.000000,50
353.250000,41.000000,44
353.500000,41.000000,46
353.750000,41.000000,51
354.000000,41.000000,60
350.250000,41.250000,0
350.500000,41.250000,2
350.750000,41.250000,6
351.000000,41.250000,25
351.250000,41.250000,55
351.500000,41.250000,77
351.750000,41.250000,74
352.000000,41.250000,85
352.250000,41.250000,54
352.500000,41.250000,45
352.750000,41.250000,53
353.000000,41.250000,52
353.250000,41.250000,42
353.500000,41.250000,33
353.750000,41.250000,41
354.000000,41.250000,52
350.250000,41.500000,0
350.500000,41.500000,3
350.750000,41.500000,16
351.000000,41.500000,29
351.250000,41.500000,61
351.500000,41.500000,85
351.750000,41.500000,88
352.000000,41.500000,92
352.250000,41.500000,61
352.500000,41.500000,59
352.750000,41.500000,51
353.000000,41.500000,50
353.250000,41.500000,50
353.500000,41.500000,43
353.750000,41.500000,47
354.000000,41.500000,49
350.250000,41.750000,1
350.500000,41.750000,18
350.750000,41.750000,36
351.000000,41.750000,42
351.250000,41.750000,73
351.500000,41.750000,66
351.750000,41.750000,69
352.000000,41.750000,59
352.250000,41.750000,52
352.500000,41.750000,50
352.750000,41.750000,62
353.000000,41.750000,63
353.250000,41.750000,54
353.500000,41.750000,48
353.750000,41.750000,45
354.000000,41.750000,41
350.250000,42.000000,0
350.500000,42.000000,9
350.750000,42.000000,20
351.000000,42.000000,25
351.250000,42.000000,77
351.500000,42.000000,74
351.750000,42.000000,58
352.000000,42.000000,44
352.250000,42.000000,45
352.500000,42.000000,64
352.750000,42.000000,56
353.000000,42.000000,59
353.250000,42.000000,38
353.500000,42.000000,22
353.750000,42.000000,17
354.000000,42.000000,17
350.250000,42.250000,0
350.500000,42.250000,1
350.750000,42.250000,9
351.000000,42.250000,16
351.250000,42.250000,33
351.500000,42.250000,71
351.750000,42.250000,69
352.000000,42.250000,71
352.250000,42.250000,103
352.500000,42.250000,58
352.750000,42.250000,55
353.000000,42.250000,51
353.250000,42.250000,42
353.500000,42.250000,37
353.750000,42.250000,32
354.000000,42.250000,47
350.250000,42.500000,4
350.500000,42.500000,3
350.750000,42.500000,11
351.000000,42.500000,25
351.250000,42.500000,44
351.500000,42.500000,55
351.750000,42.500000,55
352.000000,42.500000,54
352.250000,42.500000,71
352.500000,42.500000,135
352.750000,42.500000,99
353.000000,42.500000,78
353.250000,42.500000,74
353.500000,42.500000,83
353.750000,42.500000,75
354.000000,42.500000,77
lon,lat,GUST surface d=2021051200 12 hour fcst
350.250000,36.750000,6.40098
350.500000,36.750000,6.50098
350.750000,36.750000,6.70098
351.000000,36.750000,7.00098
351.250000,36.750000,6.70098
351.500000,36.750000,6.20098
351.750000,36.750000,6.70098
352.000000,36.750000,6.90098
352.250000,36.750000,6.80098
352.500000,36.750000,6.20098
352.750000,36.750000,4.90098
353.000000,36.750000,4.50098
353.250000,36.750000,4.00098
353.500000,36.750000,4.00098
353.750000,36.750000,4.90098
354.000000,36.750000,5.20098
350.250000,37.000000,6.80098
350.500000,37.000000,6.90098
350.750000,37.000000,7.20098
351.000000,37.000000,7.80098
351.250000,37.000000,7.80098
351.500000,37.000000,7.00098
351.750000,37.000000,6.60098
352.000000,37.000000,6.90098
352.250000,37.000000,7.50098
352.500000,37.000000,7.60098
352.750000,37.000000,6.20098
353.000000,37.000000,5.70098
353.250000,37.000000,5.10098
353.500000,37.000000,5.30098
353.750000,37.000000,5.70098
354.000000,37.000000,5.30098
350.250000,37.250000,7.10098
350.500000,37.250000,7.20098
350.750000,37.250000,7.30098
351.000000,37.250000,7.40098
351.250000,37.250000,6.90098
351.500000,37.250000,6.20098
351.750000,37.250000,6.00098
352.000000,37.250000,6.30098
352.250000,37.250000,6.60098
352.500000,37.250000,6.20098
352.750000,37.250000,6.50098
353.000000,37.250000,6.60098
353.250000,37.250000,7.00098
353.500000,37.250000,6.90098
353.750000,37.250000,6.50098
354.000000,37.250000,6.10098
350.250000,37.500000,7.10098
350.500000,37.500000,7.20098
350.750000,37.500000,7.40098
351.000000,37.500000,7.50098
351.250000,37.500000,6.50098
351.500000,37.500000,6.70098
351.750000,37.500000,6.90098
352.000000,37.500000,7.30098
352.250000,37.500000,7.60098
352.500000,37.500000,7.50098
352.750000,37.500000,7.70098
353.000000,37.500000,7.30098
353.250000,37.500000,7.30098
353.500000,37.500000,7.40098
353.750000,37.500000,6.90098
354.000000,37.500000,6.00098
350.250000,37.750000,7.20098
350.500000,37.750000,7.20098
350.750000,37.750000,7.20098
351.000000,37.750000,7.20098
351.250000,37.750000,6.60098
351.500000,37.750000,6.70098
351.750000,37.750000,7.40098
352.000000,37.750000,7.40098
352.250000,37.750000,7.10098
352.500000,37.750000,7.40098
352.750000,37.750000,7.60098
353.000000,37.750000,7.40098
353.250000,37.750000,7.30098
353.500000,37.750000,7.20098
353.750000,37.750000,6.80098
354.000000,37.750000,6.10098
350.250000,38.000000,7.40098
350.500000,38.000000,7.60098
350.750000,38.000000,7.70098
351.000000,38.000000,7.70098
351.250000,38.000000,7.00098
351.500000,38.000000,7.00098
351.750000,38.000000,7.10098
352.000000,38.000000,7.40098
352.250000,38.000000,7.30098
352.500000,38.000000,7.10098
352.750000,38.000000,7.00098
353.000000,38.000000,7.10098
353.250000,38.000000,7.50098
353.500000,38.000000,7.20098
353.750000,38.000000,6.90098
354.000000,38.000000,6.80098
350.250000,38.250000,7.40098
350.500000,38.250000,7.70098
350.750000,38.250000,8.20098
351.000000,38.250000,9.20098
351.250000,38.250000,8.10098
351.500000,38.250000,7.10098
351.750000,38.250000,7.70098
352.000000,38.250000,7.80098
352.250000,38.250000,7.40098
352.500000,38.250000,6.60098
352.750000,38.250000,7.00098
353.000000,38.250000,7.10098
353.250000,38.250000,7.50098
353.500000,38.250000,7.90098
353.750000,38.250000,8.10098
354.000000,38.250000,8.00098
350.250000,38.500000,7.40098
350.500000,38.500000,7.50098
350.750000,38.500000,8.00098
351.000000,38.500000,6.90098
351.250000,38.500000,6.80098
351.500000,38.500000,6.50098
351.750000,38.500000,6.80098
352.000000,38.500000,7.40098
352.250000,38.500000,7.90098
352.500000,38.500000,7.50098
352.750000,38.500000,7.20098
353.000000,38.500000,7.10098
353.250000,38.500000,7.40098
353.500000,38.500000,7.90098
353.750000,38.500000,8.80098
354.000000,38.500000,8.60098
350.250000,38.750000,7.70098
350.500000,38.750000,7.80098
350.750000,38.750000,7.30098
351.000000,38.750000,7.40098
351.250000,38.750000,7.40098
351.500000,38.750000,7.10098
351.750000,38.750000,6.80098
352.000000,38.750000,7.30098
352.250000,38.750000,7.50098
352.500000,38.750000,8.10098
352.750000,38.750000,7.60098
353.000000,38.750000,7.90098
353.250000,38.750000,8.70098
353.500000,38.750000,9.30098
353.750000,38.750000,9.20098
354.000000,38.750000,9.10098
350.250000,39.000000,8.20098
350.500000,39.000000,8.00098
350.750000,39.000000,8.10098
351.000000,39.000000,8.30098
351.250000,39.000000,7.60098
351.500000,39.000000,7.50098
351.750000,39.000000,7.50098
352.000000,39.000000,7.70098
352.250000,39.000000,8.00098
352.500000,39.000000,9.20098
352.750000,39.000000,9.10098
353.000000,39.000000,8.80098
353.250000,39.000000,8.80098
353.500000,39.000000,8.80098
353.750000,39.000000,8.40098
354.000000,39.000000,8.10098
350.250000,39.250000,7.70098
350.500000,39.250000,7.80098
350.750000,39.250000,7.50098
351.000000,39.250000,8.10098
351.250000,39.250000,8.30098
351.500000,39.250000,8.30098
351.750000,39.250000,8.10098
352.000000,39.250000,8.30098
352.250000,39.250000,7.80098
352.500000,39.250000,8.30098
352.750000,39.250000,8.30098
353.000000,39.250000,8.10098
353.250000,39.250000,8.00098
353.500000,39.250000,8.30098
353.750000,39.250000,8.40098
354.000000,39.250000,8.40098
350.250000,39.500000,6.90098
350.500000,39.500000,7.60098
350.750000,39.500000,7.90098
351.000000,39.500000,8.10098
351.250000,39.500000,8.60098
351.500000,39.500000,8.70098
351.750000,39.500000,8.50098
352.000000,39.500000,8.30098
352.250000,39.500000,8.00098
352.500000,39.500000,8.30098
352.750000,39.500000,8.90098
353.000000,39.500000,9.10098
353.250000,39.500000,9.30098
353.500000,39.500000,9.20098
353.750000,39.500000,9.90098
354.000000,39.500000,10.001
350.250000,39.750000,7.70098
350.500000,39.750000,8.20098
350.750000,39.750000,8.40098
351.000000,39.750000,7.90098
351.250000,39.750000,8.20098
351.500000,39.750000,9.00098
351.750000,39.750000,9.40098
352.000000,39.750000,9.70098
352.250000,39.750000,8.90098
352.500000,39.750000,8.60098
352.750000,39.750000,8.30098
353.000000,39.750000,8.40098
353.250000,39.750000,9.00098
353.500000,39.750000,9.10098
353.750000,39.750000,9.00098
354.000000,39.750000,9.30098
350.250000,40.000000,8.10098
350.500000,40.000000,7.70098
350.750000,40.000000,7.70098
351.000000,40.000000,7.80098
351.250000,40.000000,7.50098
351.500000,40.000000,8.00098
351.750000,40.000000,8.30098
352.000000,40.000000,8.80098
352.250000,40.000000,9.60098
352.500000,40.000000,9.50098
352.750000,40.000000,8.70098
353.000000,40.000000,8.30098
353.250000,40.000000,8.50098
353.500000,40.000000,8.50098
353.750000,40.000000,8.30098
354.000000,40.000000,8.40098
350.250000,40.250000,8.00098
350.500000,40.250000,7.70098
350.750000,40.250000,7.70098
351.000000,40.250000,8.10098
351.250000,40.250000,7.20098
351.500000,40.250000,6.80098
351.750000,40.250000,6.60098
352.000000,40.250000,7.70098
352.250000,40.250000,10.001
352.500000,40.250000,8.40098
352.750000,40.250000,6.10098
353.000000,40.250000,6.10098
353.250000,40.250000,5.90098
353.500000,40.250000,4.50098
353.750000,40.250000,4.50098
354.000000,40.250000,4.80098
350.250000,40.500000,8.10098
350.500000,40.500000,8.40098
350.750000,40.500000,8.40098
351.000000,40.500000,8.60098
351.250000,40.500000,7.90098
351.500000,40.500000,7.40098
351.750000,40.500000,7.90098
352.000000,40.500000,8.50098
352.250000,40.500000,8.70098
352.500000,40.500000,9.90098
352.750000,40.500000,9.20098
353.000000,40.500000,9.20098
353.250000,40.500000,9.20098
353.500000,40.500000,9.20098
353.750000,40.500000,8.40098
354.000000,40.500000,6.70098
350.250000,40.750000,8.60098
350.500000,40.750000,9.10098
350.750000,40.750000,8.90098
351.000000,40.750000,8.90098
351.250000,40.750000,8.60098
351.500000,40.750000,7.50098
351.750000,40.750000,8.30098
352.000000,40.750000,7.90098
352.250000,40.750000,8.20098
352.500000,40.750000,9.30098
352.750000,40.750000,9.60098
353.000000,40.750000,9.90098
353.250000,40.750000,9.60098
353.500000,40.750000,9.60098
353.750000,40.750000,10.301
354.000000,40.750000,11.201
350.250000,41.000000,9.70098
350.500000,41.000000,10.201
350.750000,41.000000,10.001
351.000000,41.000000,9.40098
351.250000,41.000000,9.00098
351.500000,41.000000,7.60098
351.750000,41.000000,7.20098
352.000000,41.000000,7.30098
352.250000,41.000000,8.10098
352.500000,41.000000,8.50098
352.750000,41.000000,9.20098
353.000000,41.000000,9.80098
353.250000,41.000000,9.90098
353.500000,41.000000,11.001
353.750000,41.000000,11.001
354.000000,41.000000,11.601
350.250000,41.250000,9.80098
350.500000,41.250000,9.90098
350.750000,41.250000,9.80098
351.000000,41.250000,9.60098
351.250000,41.250000,9.20098
351.500000,41.250000,7.90098
351.750000,41.250000,8.20098
352.000000,41.250000,8.70098
352.250000,41.250000,9.00098
352.500000,41.250000,9.10098
352.750000,41.250000,9.90098
353.000000,41.250000,10.001
353.250000,41.250000,9.90098
353.500000,41.250000,11.201
353.750000,41.250000,11.901
354.000000,41.250000,12.101
350.250000,41.500000,9.30098
350.500000,41.500000,9.30098
350.750000,41.500000,9.50098
351.000000,41.500000,9.30098
351.250000,41.500000,8.60098
351.500000,41.500000,7.40098
351.750000,41.500000,7.60098
352.000000,41.500000,8.20098
352.250000,41.500000,8.50098
352.500000,41.500000,9.20098
352.750000,41.500000,8.80098
353.000000,41.500000,9.90098
353.250000,41.500000,10.401
353.500000,41.500000,11.501
353.750000,41.500000,12.601
354.000000,41.500000,12.801
350.250000,41.750000,8.30098
350.500000,41.750000,8.60098
350.750000,41.750000,8.40098
351.000000,41.750000,7.90098
351.250000,41.750000,6.60098
351.500000,41.750000,5.40098
351.750000,41.750000,5.00098
352.000000,41.750000,7.30098
352.250000,41.750000,8.60098
352.500000,41.750000,8.50098
352.750000,41.750000,10.001
353.000000,41.750000,11.501
353.250000,41.750000,12.501
353.500000,41.750000,11.801
353.750000,41.750000,13.301
354.000000,41.750000,13.001
350.250000,42.000000,8.00098
350.500000,42.000000,8.10098
350.750000,42.000000,7.70098
351.000000,42.000000,7.20098
351.250000,42.000000,6.50098
351.500000,42.000000,5.70098
351.750000,42.000000,5.70098
352.000000,42.000000,7.90098
352.250000,42.000000,9.10098
352.500000,42.000000,9.80098
352.750000,42.000000,10.301
353.000000,42.000000,11.501
353.250000,42.000000,12.101
353.500000,42.000000,10.701
353.750000,42.000000,10.301
354.000000,42.000000,10.101
350.250000,42.250000,7.40098
350.500000,42.250000,7.70098
350.750000,42.250000,7.70098
351.000000,42.250000,7.60098
351.250000,42.250000,7.40098
351.500000,42.250000,7.50098
351.750000,42.250000,8.10098
352.000000,42.250000,8.50098
352.250000,42.250000,8.60098
352.500000,42.250000,8.50098
352.750000,42.250000,8.50098
353.000000,42.250000,8.90098
353.250000,42.250000,10.601
353.500000,42.250000,9.80098
353.750000,42.250000,8.40098
354.000000,42.250000,6.50098
350.250000,42.500000,7.50098
350.500000,42.500000,7.50098
350.750000,42.500000,7.70098
351.000000,42.500000,7.20098
351.250000,42.500000,6.40098
351.500000,42.500000,7.10098
351.750000,42.500000,8.40098
352.000000,42.500000,8.00098
352.250000,42.500000,8.40098
352.500000,42.500000,8.40098
352.750000,42.500000,8.60098
353.000000,42.500000,9.40098
353.250000,42.500000,9.20098
353.500000,42.500000,11.501
353.750000,42.500000,13.701
354.000000,42.500000,12.701
lon,lat,RH 2 m above ground d=2021051200 15 hour fcst
350.250000,36.750000,72.3
350.500000,36.750000,72.5
350.750000,36.750000,72.8
351.000000,36.750000,73.4
351.250000,36.750000,73.2
351.500000,36.750000,69.8
351.750000,36.750000,68
352.000000,36.750000,67
352.250000,36.750000,67.8
352.500000,36.750000,74.8
352.750000,36.750000,82.7
353.000000,36.750000,82.9
353.250000,36.750000,80.7
353.500000,36.750000,79.2
353.750000,36.750000,60
354.000000,36.750000,50.4
350.250000,37.000000,72.4
350.500000,37.000000,72.6
350.750000,37.000000,73.1
351.000000,37.000000,73
351.250000,37.000000,63.8
351.500000,37.000000,59.6
351.750000,37.000000,49.5
352.000000,37.000000,46.2
352.250000,37.000000,51.5
352.500000,37.000000,68.7
352.750000,37.000000,79.4
353.000000,37.000000,83.7
353.250000,37.000000,82.7
353.500000,37.000000,69.2
353.750000,37.000000,52.6
354.000000,37.000000,44.4
350.250000,37.250000,71.7
350.500000,37.250000,72.1
350.750000,37.250000,72.8
351.000000,37.250000,75.2
351.250000,37.250000,55.2
351.500000,37.250000,40.2
351.750000,37.250000,33.2
352.000000,37.250000,30.6
352.250000,37.250000,26.4
352.500000,37.250000,22.8
352.750000,37.250000,34.1
353.000000,37.250000,59.1
353.250000,37.250000,57.6
353.500000,37.250000,51.5
353.750000,37.250000,43.5
354.000000,37.250000,40.9
350.250000,37.500000,71.2
350.500000,37.500000,71.6
350.750000,37.500000,72.1
351.000000,37.500000,74.9
351.250000,37.500000,56.4
351.500000,37.500000,41
351.750000,37.500000,36.4
352.000000,37.500000,34.7
352.250000,37.500000,30.6
352.500000,37.500000,26.3
352.750000,37.500000,26.5
353.000000,37.500000,24.8
353.250000,37.500000,25.5
353.500000,37.500000,25.5
353.750000,37.500000,22.6
354.000000,37.500000,23.8
350.250000,37.750000,71.3
350.500000,37.750000,71.8
350.750000,37.750000,72.4
351.000000,37.750000,73.3
351.250000,37.750000,56.4
351.500000,37.750000,41.7
351.750000,37.750000,38.2
352.000000,37.750000,36.4
352.250000,37.750000,32.5
352.500000,37.750000,30.8
352.750000,37.750000,30.3
353.000000,37.750000,28.8
353.250000,37.750000,28.7
353.500000,37.750000,27.7
353.750000,37.750000,24.2
354.000000,37.750000,23.3
350.250000,38.000000,72.2
350.500000,38.000000,73
350.750000,38.000000,73.9
351.000000,38.000000,75.3
351.250000,38.000000,59.7
351.500000,38.000000,48.7
351.750000,38.000000,41.8
352.000000,38.000000,36.3
352.250000,38.000000,31.1
352.500000,38.000000,31
352.750000,38.000000,30.7
353.000000,38.000000,31.2
353.250000,38.000000,33
353.500000,38.000000,32.8
353.750000,38.000000,31.9
354.000000,38.000000,27.9
350.250000,38.250000,73.6
350.500000,38.250000,74.8
350.750000,38.250000,76.5
351.000000,38.250000,77.9
351.250000,38.250000,71.4
351.500000,38.250000,43.1
351.750000,38.250000,37.8
352.000000,38.250000,37.6
352.250000,38.250000,33.9
352.500000,38.250000,30
352.750000,38.250000,31.5
353.000000,38.250000,31.1
353.250000,38.250000,32.1
353.500000,38.250000,33
353.750000,38.250000,33.5
354.000000,38.250000,32.5
350.250000,38.500000,74.7
350.500000,38.500000,75.9
350.750000,38.500000,72.4
351.000000,38.500000,47.7
351.250000,38.500000,53.5
351.500000,38.500000,40.5
351.750000,38.500000,38.9
352.000000,38.500000,38.2
352.250000,38.500000,36.4
352.500000,38.500000,35.4
352.750000,38.500000,33
353.000000,38.500000,33.2
353.250000,38.500000,34
353.500000,38.500000,33.7
353.750000,38.500000,34.1
354.000000,38.500000,35.1
350.250000,38.750000,76
350.500000,38.750000,75.4
350.750000,38.750000,53
351.000000,38.750000,57.1
351.250000,38.750000,42.9
351.500000,38.750000,40.9
351.750000,38.750000,40.1
352.000000,38.750000,40.1
352.250000,38.750000,39.3
352.500000,38.750000,39.7
352.750000,38.750000,37.9
353.000000,38.750000,36.4
353.250000,38.750000,35.7
353.500000,38.750000,35.3
353.750000,38.750000,34.7
354.000000,38.750000,35.4
350.250000,39.000000,75.3
350.500000,39.000000,73.7
350.750000,39.000000,59.4
351.000000,39.000000,48.4
351.250000,39.000000,43.6
351.500000,39.000000,42
351.750000,39.000000,40.4
352.000000,39.000000,39.5
352.250000,39.000000,40.3
352.500000,39.000000,42.9
352.750000,39.000000,42.8
353.000000,39.000000,38.8
353.250000,39.000000,37.2
353.500000,39.000000,37.2
353.750000,39.000000,36
354.000000,39.000000,33.3
350.250000,39.250000,72.7
350.500000,39.250000,71.5
350.750000,39.250000,57
351.000000,39.250000,52.2
351.250000,39.250000,48.5
351.500000,39.250000,45.6
351.750000,39.250000,42.4
352.000000,39.250000,41.2
352.250000,39.250000,38.9
352.500000,39.250000,40.7
352.750000,39.250000,41.1
353.000000,39.250000,39.5
353.250000,39.250000,38.9
353.500000,39.250000,39.8
353.750000,39.250000,40.6
354.000000,39.250000,39.6
350.250000,39.500000,71.6
350.500000,39.500000,70.6
350.750000,39.500000,67.3
351.000000,39.500000,57.6
351.250000,39.500000,52.8
351.500000,39.500000,45.9
351.750000,39.500000,41.6
