lon,lat,RH 2 m above ground d=2021051200 anl
351.750000,41.750000,99.6
352.000000,41.750000,98.9
352.250000,41.750000,98.3
352.500000,41.750000,96.1
352.750000,41.750000,93.6
353.000000,41.750000,90.9
353.250000,41.750000,89.2
353.500000,41.750000,89.9
353.750000,41.750000,90.6
354.000000,41.750000,86.6
350.250000,42.000000,82.5
350.500000,42.000000,82
350.750000,42.000000,82.5
351.000000,42.000000,82.5
351.250000,42.000000,92.3
351.500000,42.000000,95.2
351.750000,42.000000,99.3
352.000000,42.000000,97.9
352.250000,42.000000,93.6
352.500000,42.000000,97.9
352.750000,42.000000,98.1
353.000000,42.000000,98.5
353.250000,42.000000,98.4
353.500000,42.000000,96.6
353.750000,42.000000,92.3
354.000000,42.000000,85.9
350.250000,42.250000,82.5
350.500000,42.250000,82.6
350.750000,42.250000,82.1
351.000000,42.250000,83.2
351.250000,42.250000,87.7
351.500000,42.250000,96.2
351.750000,42.250000,98.6
352.000000,42.250000,95
352.250000,42.250000,91.6
352.500000,42.250000,97.1
352.750000,42.250000,97.6
353.000000,42.250000,96.3
353.250000,42.250000,98
353.500000,42.250000,98.8
353.750000,42.250000,95.4
354.000000,42.250000,86.5
350.250000,42.500000,82.2
350.500000,42.500000,82.6
350.750000,42.500000,82.6
351.000000,42.500000,84.9
351.250000,42.500000,92.3
351.500000,42.500000,96.9
351.750000,42.500000,97.3
352.000000,42.500000,99.4
352.250000,42.500000,96.4
352.500000,42.500000,95.5
352.750000,42.500000,96.9
353.000000,42.500000,97.7
353.250000,42.500000,94.7
353.500000,42.500000,95.3
353.750000,42.500000,96.9
354.000000,42.500000,90.2
lon,lat,TMP 2 m above ground d=2021051200 anl
350.250000,36.750000,289.858
350.500000,36.750000,289.758
350.750000,36.750000,289.758
351.000000,36.750000,289.758
351.250000,36.750000,289.658
351.500000,36.750000,289.558
351.750000,36.750000,289.458
352.000000,36.750000,289.358
352.250000,36.750000,289.458
352.500000,36.750000,289.558
352.750000,36.750000,289.658
353.000000,36.750000,289.858
353.250000,36.750000,290.058
353.500000,36.750000,290.058
353.750000,36.750000,287.358
354.000000,36.750000,284.758
350.250000,37.000000,289.758
350.500000,37.000000,289.758
350.750000,37.000000,289.758
351.000000,37.000000,289.458
351.250000,37.000000,288.358
351.500000,37.000000,288.458
351.750000,37.000000,287.258
352.000000,37.000000,287.058
352.250000,37.000000,287.458
352.500000,37.000000,288.858
352.750000,37.000000,288.958
353.000000,37.000000,289.258
353.250000,37.000000,288.858
353.500000,37.000000,287.958
353.750000,37.000000,287.258
354.000000,37.000000,285.858
350.250000,37.250000,289.658
350.500000,37.250000,289.658
350.750000,37.250000,289.658
351.000000,37.250000,289.458
351.250000,37.250000,285.458
351.500000,37.250000,283.558
351.750000,37.250000,283.358
352.000000,37.250000,282.758
352.250000,37.250000,284.258
352.500000,37.250000,285.758
352.750000,37.250000,286.458
353.000000,37.250000,286.758
353.250000,37.250000,285.558
353.500000,37.250000,286.158
353.750000,37.250000,286.458
354.000000,37.250000,285.858
350.250000,37.500000,289.658
350.500000,37.500000,289.658
350.750000,37.500000,289.558
351.000000,37.500000,289.558
351.250000,37.500000,285.258
351.500000,37.500000,282.958
351.750000,37.500000,282.458
352.000000,37.500000,283.058
352.250000,37.500000,284.058
352.500000,37.500000,284.658
352.750000,37.500000,284.458
353.000000,37.500000,284.458
353.250000,37.500000,284.258
353.500000,37.500000,284.258
353.750000,37.500000,285.058
354.000000,37.500000,285.458
350.250000,37.750000,289.658
350.500000,37.750000,289.558
350.750000,37.750000,289.558
351.000000,37.750000,289.558
351.250000,37.750000,285.758
351.500000,37.750000,283.458
351.750000,37.750000,283.258
352.000000,37.750000,283.658
352.250000,37.750000,283.958
352.500000,37.750000,283.758
352.750000,37.750000,283.058
353.000000,37.750000,282.558
353.250000,37.750000,282.158
353.500000,37.750000,281.958
353.750000,37.750000,282.658
354.000000,37.750000,283.558
350.250000,38.000000,289.658
350.500000,38.000000,289.558
350.750000,38.000000,289.458
351.000000,38.000000,289.458
351.250000,38.000000,285.858
351.500000,38.000000,283.658
351.750000,38.000000,283.658
352.000000,38.000000,283.358
352.250000,38.000000,283.458
352.500000,38.000000,283.158
352.750000,38.000000,282.458
353.000000,38.000000,281.058
353.250000,38.000000,280.258
353.500000,38.000000,280.258
353.750000,38.000000,280.858
354.000000,38.000000,281.958
350.250000,38.250000,289.658
350.500000,38.250000,289.458
350.750000,38.250000,289.458
351.000000,38.250000,289.458
351.250000,38.250000,288.758
351.500000,38.250000,285.158
351.750000,38.250000,283.558
352.000000,38.250000,282.358
352.250000,38.250000,282.558
352.500000,38.250000,283.358
352.750000,38.250000,283.358
353.000000,38.250000,281.258
353.250000,38.250000,280.058
353.500000,38.250000,280.058
353.750000,38.250000,281.458
354.000000,38.250000,282.258
350.250000,38.500000,289.658
350.500000,38.500000,289.458
350.750000,38.500000,288.958
351.000000,38.500000,286.958
351.250000,38.500000,288.358
351.500000,38.500000,284.758
351.750000,38.500000,282.658
352.000000,38.500000,282.258
352.250000,38.500000,282.658
352.500000,38.500000,282.958
352.750000,38.500000,282.858
353.000000,38.500000,281.258
353.250000,38.500000,280.658
353.500000,38.500000,282.058
353.750000,38.500000,283.858
354.000000,38.500000,283.058
350.250000,38.750000,289.458
350.500000,38.750000,289.158
350.750000,38.750000,288.258
351.000000,38.750000,289.058
351.250000,38.750000,286.158
351.500000,38.750000,284.458
351.750000,38.750000,283.358
352.000000,38.750000,282.558
352.250000,38.750000,282.358
352.500000,38.750000,282.458
352.750000,38.750000,283.058
353.000000,38.750000,282.558
353.250000,38.750000,283.558
353.500000,38.750000,284.658
353.750000,38.750000,284.758
354.000000,38.750000,283.558
350.250000,39.000000,289.458
350.500000,39.000000,289.258
350.750000,39.000000,287.458
351.000000,39.000000,287.758
351.250000,39.000000,287.658
351.500000,39.000000,285.358
351.750000,39.000000,284.058
352.000000,39.000000,283.358
352.250000,39.000000,282.958
352.500000,39.000000,283.658
352.750000,39.000000,283.958
353.000000,39.000000,284.058
353.250000,39.000000,283.158
353.500000,39.000000,283.158
353.750000,39.000000,283.158
354.000000,39.000000,283.758
350.250000,39.250000,289.358
350.500000,39.250000,289.358
350.750000,39.250000,287.758
351.000000,39.250000,287.458
351.250000,39.250000,286.958
351.500000,39.250000,286.458
351.750000,39.250000,285.058
352.000000,39.250000,283.658
352.250000,39.250000,284.358
352.500000,39.250000,283.258
352.750000,39.250000,283.558
353.000000,39.250000,284.458
353.250000,39.250000,283.858
353.500000,39.250000,282.158
353.750000,39.250000,281.958
354.000000,39.250000,282.358
350.250000,39.500000,289.258
350.500000,39.500000,289.358
350.750000,39.500000,289.058
351.000000,39.500000,286.558
351.250000,39.500000,285.758
351.500000,39.500000,286.058
351.750000,39.500000,285.858
352.000000,39.500000,284.958
352.250000,39.500000,285.058
352.500000,39.500000,284.158
352.750000,39.500000,284.258
353.000000,39.500000,284.758
353.250000,39.500000,284.658
353.500000,39.500000,283.758
353.750000,39.500000,283.058
354.000000,39.500000,282.858
350.250000,39.750000,289.358
350.500000,39.750000,289.458
350.750000,39.750000,289.158
351.000000,39.750000,288.058
351.250000,39.750000,285.758
351.500000,39.750000,284.958
351.750000,39.750000,284.058
352.000000,39.750000,283.458
352.250000,39.750000,284.358
352.500000,39.750000,285.258
352.750000,39.750000,285.358
353.000000,39.750000,285.358
353.250000,39.750000,284.958
353.500000,39.750000,285.058
353.750000,39.750000,284.858
354.000000,39.750000,284.458
350.250000,40.000000,289.458
350.500000,40.000000,289.458
350.750000,40.000000,289.258
351.000000,40.000000,288.858
351.250000,40.000000,286.158
351.500000,40.000000,284.358
351.750000,40.000000,282.358
352.000000,40.000000,281.658
352.250000,40.000000,282.358
352.500000,40.000000,283.458
352.750000,40.000000,284.258
353.000000,40.000000,284.358
353.250000,40.000000,284.858
353.500000,40.000000,285.158
353.750000,40.000000,284.758
354.000000,40.000000,283.958
350.250000,40.250000,289.358
350.500000,40.250000,289.358
350.750000,40.250000,289.158
351.000000,40.250000,288.958
351.250000,40.250000,286.858
351.500000,40.250000,285.158
351.750000,40.250000,283.858
352.000000,40.250000,282.558
352.250000,40.250000,280.758
352.500000,40.250000,281.158
352.750000,40.250000,282.458
353.000000,40.250000,281.458
353.250000,40.250000,281.058
353.500000,40.250000,281.958
353.750000,40.250000,282.458
354.000000,40.250000,281.458
350.250000,40.500000,289.058
350.500000,40.500000,289.158
350.750000,40.500000,289.158
351.000000,40.500000,288.958
351.250000,40.500000,287.558
351.500000,40.500000,285.358
351.750000,40.500000,283.458
352.000000,40.500000,283.158
352.250000,40.500000,282.458
352.500000,40.500000,280.858
352.750000,40.500000,280.858
353.000000,40.500000,280.958
353.250000,40.500000,281.258
353.500000,40.500000,281.258
353.750000,40.500000,279.758
354.000000,40.500000,280.358
350.250000,40.750000,289.458
350.500000,40.750000,289.358
350.750000,40.750000,289.058
351.000000,40.750000,288.958
351.250000,40.750000,288.358
351.500000,40.750000,285.158
351.750000,40.750000,282.658
352.000000,40.750000,282.058
352.250000,40.750000,281.358
352.500000,40.750000,281.058
352.750000,40.750000,281.958
353.000000,40.750000,282.258
353.250000,40.750000,281.458
353.500000,40.750000,280.958
353.750000,40.750000,280.658
354.000000,40.750000,280.158
350.250000,41.000000,289.358
350.500000,41.000000,289.458
350.750000,41.000000,289.158
351.000000,41.000000,288.858
351.250000,41.000000,288.458
351.500000,41.000000,285.458
351.750000,41.000000,283.558
352.000000,41.000000,281.458
352.250000,41.000000,281.158
352.500000,41.000000,281.358
352.750000,41.000000,282.458
353.000000,41.000000,283.858
353.250000,41.000000,282.058
353.500000,41.000000,280.658
353.750000,41.000000,280.458
354.000000,41.000000,280.358
350.250000,41.250000,289.058
350.500000,41.250000,289.358
350.750000,41.250000,289.358
351.000000,41.250000,288.958
351.250000,41.250000,288.258
351.500000,41.250000,285.758
351.750000,41.250000,284.258
352.000000,41.250000,282.858
352.250000,41.250000,282.158
352.500000,41.250000,282.258
352.750000,41.250000,283.258
353.000000,41.250000,283.458
353.250000,41.250000,282.258
353.500000,41.250000,281.358
353.750000,41.250000,280.558
354.000000,41.250000,280.058
350.250000,41.500000,288.858
350.500000,41.500000,289.058
350.750000,41.500000,289.058
351.000000,41.500000,288.758
351.250000,41.500000,287.358
351.500000,41.500000,285.658
351.750000,41.500000,284.058
352.000000,41.500000,282.458
352.250000,41.500000,281.058
352.500000,41.500000,280.758
352.750000,41.500000,283.358
353.000000,41.500000,282.658
353.250000,41.500000,282.158
353.500000,41.500000,281.858
353.750000,41.500000,280.758
354.000000,41.500000,280.658
350.250000,41.750000,288.458
350.500000,41.750000,288.758
350.750000,41.750000,288.858
351.000000,41.750000,288.758
351.250000,41.750000,286.458
351.500000,41.750000,284.958
351.750000,41.750000,282.858
352.000000,41.750000,280.758
352.250000,41.750000,280.058
352.500000,41.750000,281.058
352.750000,41.750000,281.258
353.000000,41.750000,280.958
353.250000,41.750000,280.758
353.500000,41.750000,280.658
353.750000,41.750000,279.958
354.000000,41.750000,280.258
350.250000,42.000000,288.258
350.500000,42.000000,288.458
350.750000,42.000000,288.758
351.000000,42.000000,288.858
351.250000,42.000000,286.158
351.500000,42.000000,284.658
351.750000,42.000000,281.958
352.000000,42.000000,281.058
352.250000,42.000000,281.258
352.500000,42.000000,280.058
352.750000,42.000000,279.258
353.000000,42.000000,277.958
353.250000,42.000000,277.558
353.500000,42.000000,278.658
353.750000,42.000000,279.458
354.000000,42.000000,280.458
350.250000,42.250000,288.158
350.500000,42.250000,288.258
350.750000,42.250000,288.458
351.000000,42.250000,288.658
351.250000,42.250000,287.158
351.500000,42.250000,284.558
351.750000,42.250000,282.658
352.000000,42.250000,282.758
352.250000,42.250000,282.558
352.500000,42.250000,278.658
352.750000,42.250000,277.858
353.000000,42.250000,277.758
353.250000,42.250000,275.558
353.500000,42.250000,275.858
353.750000,42.250000,277.658
354.000000,42.250000,279.958
350.250000,42.500000,288.058
350.500000,42.500000,288.058
350.750000,42.500000,288.258
351.000000,42.500000,287.958
351.250000,42.500000,286.158
351.500000,42.500000,283.658
351.750000,42.500000,282.358
352.000000,42.500000,281.258
352.250000,42.500000,282.058
352.500000,42.500000,281.258
352.750000,42.500000,279.658
353.000000,42.500000,279.158
353.250000,42.500000,279.858
353.500000,42.500000,278.258
353.750000,42.500000,277.658
354.000000,42.500000,279.058
lon,lat,CAPE surface d=2021051200 anl
350.250000,36.750000,0
350.500000,36.750000,0
350.750000,36.750000,0
351.000000,36.750000,0
351.250000,36.750000,0
351.500000,36.750000,0
351.750000,36.750000,0
352.000000,36.750000,0
352.250000,36.750000,0
352.500000,36.750000,0
352.750000,36.750000,0
353.000000,36.750000,0
353.250000,36.750000,0
353.500000,36.750000,0
353.750000,36.750000,0
354.000000,36.750000,0
350.250000,37.000000,0
350.500000,37.000000,0
350.750000,37.000000,0
351.000000,37.000000,0
351.250000,37.000000,0
351.500000,37.000000,0
351.750000,37.000000,0
352.000000,37.000000,0
352.250000,37.000000,0
352.500000,37.000000,0
352.750000,37.000000,0
353.000000,37.000000,0
353.250000,37.000000,0
353.500000,37.000000,0
353.750000,37.000000,0
354.000000,37.000000,0
350.250000,37.250000,0
350.500000,37.250000,0
350.750000,37.250000,0
351.000000,37.250000,0
351.250000,37.250000,0
351.500000,37.250000,0
351.750000,37.250000,0
352.000000,37.250000,0
352.250000,37.250000,0
352.500000,37.250000,0
352.750000,37.250000,0
353.000000,37.250000,0
353.250000,37.250000,0
353.500000,37.250000,0
353.750000,37.250000,0
354.000000,37.250000,0
350.250000,37.500000,0
350.500000,37.500000,0
350.750000,37.500000,0
351.000000,37.500000,0
351.250000,37.500000,0
351.500000,37.500000,0
351.750000,37.500000,0
352.000000,37.500000,0
352.250000,37.500000,0
352.500000,37.500000,0
352.750000,37.500000,0
353.000000,37.500000,0
353.250000,37.500000,0
353.500000,37.500000,0
353.750000,37.500000,0
354.000000,37.500000,0
350.250000,37.750000,0
350.500000,37.750000,0
350.750000,37.750000,0
351.000000,37.750000,1
351.250000,37.750000,0
351.500000,37.750000,0
351.750000,37.750000,0
352.000000,37.750000,0
352.250000,37.750000,0
352.500000,37.750000,0
352.750000,37.750000,0
353.000000,37.750000,0
353.250000,37.750000,0
353.500000,37.750000,0
353.750000,37.750000,0
354.000000,37.750000,0
350.250000,38.000000,0
350.500000,38.000000,0
350.750000,38.000000,0
351.000000,38.000000,1
351.250000,38.000000,0
351.500000,38.000000,0
351.750000,38.000000,0
352.000000,38.000000,0
352.250000,38.000000,0
352.500000,38.000000,0
352.750000,38.000000,0
353.000000,38.000000,0
353.250000,38.000000,0
353.500000,38.000000,0
353.750000,38.000000,0
354.000000,38.000000,0
350.250000,38.250000,1
350.500000,38.250000,1
350.750000,38.250000,0
351.000000,38.250000,0
351.250000,38.250000,1
351.500000,38.250000,0
351.750000,38.250000,0
352.000000,38.250000,0
352.250000,38.250000,0
352.500000,38.250000,0
352.750000,38.250000,0
353.000000,38.250000,0
353.250000,38.250000,0
353.500000,38.250000,0
353.750000,38.250000,0
354.000000,38.250000,0
350.250000,38.500000,2
350.500000,38.500000,4
350.750000,38.500000,1
351.000000,38.500000,0
351.250000,38.500000,0
351.500000,38.500000,0
351.750000,38.500000,0
352.000000,38.500000,0
352.250000,38.500000,0
352.500000,38.500000,0
352.750000,38.500000,0
353.000000,38.500000,0
353.250000,38.500000,0
353.500000,38.500000,0
353.750000,38.500000,0
354.000000,38.500000,0
350.250000,38.750000,3
350.500000,38.750000,5
350.750000,38.750000,0
351.000000,38.750000,0
351.250000,38.750000,0
351.500000,38.750000,0
351.750000,38.750000,0
352.000000,38.750000,0
352.250000,38.750000,0
352.500000,38.750000,0
352.750000,38.750000,0
353.000000,38.750000,0
353.250000,38.750000,0
353.500000,38.750000,0
353.750000,38.750000,0
354.000000,38.750000,0
350.250000,39.000000,7
350.500000,39.000000,8
350.750000,39.000000,0
351.000000,39.000000,0
351.250000,39.000000,0
351.500000,39.000000,0
351.750000,39.000000,0
352.000000,39.000000,0
352.250000,39.000000,0
352.500000,39.000000,0
352.750000,39.000000,0
353.000000,39.000000,0
353.250000,39.000000,0
353.500000,39.000000,0
353.750000,39.000000,0
354.000000,39.000000,0
350.250000,39.250000,11
350.500000,39.250000,13
350.750000,39.250000,4
351.000000,39.250000,0
351.250000,39.250000,0
351.500000,39.250000,0
351.750000,39.250000,0
352.000000,39.250000,0
352.250000,39.250000,0
352.500000,39.250000,0
352.750000,39.250000,0
353.000000,39.250000,0
353.250000,39.250000,0
353.500000,39.250000,0
353.750000,39.250000,0
354.000000,39.250000,0
350.250000,39.500000,12
350.500000,39.500000,13
350.750000,39.500000,14
351.000000,39.500000,1
351.250000,39.500000,0
351.500000,39.500000,0
351.750000,39.500000,0
352.000000,39.500000,0
352.250000,39.500000,0
352.500000,39.500000,0
352.750000,39.500000,0
353.000000,39.500000,0
353.250000,39.500000,0
353.500000,39.500000,0
353.750000,39.500000,0
354.000000,39.500000,0
350.250000,39.750000,30
350.500000,39.750000,15
350.750000,39.750000,15
351.000000,39.750000,11
351.250000,39.750000,0
351.500000,39.750000,0
351.750000,39.750000,0
352.000000,39.750000,0
352.250000,39.750000,0
352.500000,39.750000,0
352.750000,39.750000,0
353.000000,39.750000,0
353.250000,39.750000,0
353.500000,39.750000,0
353.750000,39.750000,0
354.000000,39.750000,0
350.250000,40.000000,64
350.500000,40.000000,35
350.750000,40.000000,19
351.000000,40.000000,18
351.250000,40.000000,2
351.500000,40.000000,0
351.750000,40.000000,0
352.000000,40.000000,0
352.250000,40.000000,1
352.500000,40.000000,0
352.750000,40.000000,0
353.000000,40.000000,0
353.250000,40.000000,0
353.500000,40.000000,0
353.750000,40.000000,0
354.000000,40.000000,0
350.250000,40.250000,79
350.500000,40.250000,78
350.750000,40.250000,55
351.000000,40.250000,35
351.250000,40.250000,5
351.500000,40.250000,0
351.750000,40.250000,0
352.000000,40.250000,0
352.250000,40.250000,0
352.500000,40.250000,1
352.750000,40.250000,1
353.000000,40.250000,1
353.250000,40.250000,0
353.500000,40.250000,0
353.750000,40.250000,0
354.000000,40.250000,0
350.250000,40.500000,62
350.500000,40.500000,99
350.750000,40.500000,77
351.000000,40.500000,69
351.250000,40.500000,18
351.500000,40.500000,0
351.750000,40.500000,0
352.000000,40.500000,0
352.250000,40.500000,0
352.500000,40.500000,0
352.750000,40.500000,1
353.000000,40.500000,0
353.250000,40.500000,0
353.500000,40.500000,0
353.750000,40.500000,0
354.000000,40.500000,0
350.250000,40.750000,139
350.500000,40.750000,139
350.750000,40.750000,113
351.000000,40.750000,87
351.250000,40.750000,70
351.500000,40.750000,0
351.750000,40.750000,0
352.000000,40.750000,1
352.250000,40.750000,2
352.500000,40.750000,0
352.750000,40.750000,0
